Select,CENTRALStudyID,CENTRALSubmissionStatus,CRGStudyID,DateEdited,DateEntered,DateToCENTRAL,ISRCTN,Notes,Search_Tagged,ShortName,StatusofStudy,TrialistContactDetails,UDef1,UDef10,UDef2,UDef3,UDef4,UDef5,UDef6,UDef7,UDef8,UDef9
,0,Pending,10738,10/11/2009 00:00:00,03/09/2007 00:00:00,10/11/2008 00:00:00,,,0,Cao 2005c,Closed,,62,YES,China,,,Risperidone vs. Sulpride,,,,9000100000032008
,0,Pending,11270,09/11/2009 00:00:00,22/02/2008 00:00:00,10/11/2008 00:00:00,,,0,Chen 2003d,Closed,,90,YES,China,,,Risperidone vs. Sulpride,,,,9000100000032337
,0,Accepted,11393,24/05/2008 00:00:00,24/05/2008 00:00:00,10/11/2008 00:00:00,,,0,Ao 2007,Closed,,195,YES,China,,,TCM - Shuangzao (Mixture) vs. Sulpiride,,,,9000100000032411
,0,Accepted,11404,26/05/2008 00:00:00,26/05/2008 00:00:00,10/11/2008 00:00:00,,,0,Chen 2007c,Closed,,61,YES,China,,,Aripiprazole + Sulpride vs. Sulpride,,,,9000100000032417
,0,Accepted,11441,27/05/2008 00:00:00,27/05/2008 00:00:00,10/11/2008 00:00:00,,,0,Guo 2006d,Closed,,86,YES,China,,,Sulpride + Sertraline vs. Risperidone,,,,9000100000024309
,0,Accepted,11450,05/08/2016 00:00:00,27/05/2008 00:00:00,10/11/2008 00:00:00,,,0,He 2007,Closed,,100,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000036672
,0,Accepted,11560,04/06/2008 00:00:00,04/06/2008 00:00:00,10/11/2008 00:00:00,,,0,Qiu 2007a,Closed,,191,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000036696
,0,Accepted,11570,04/06/2008 00:00:00,04/06/2008 00:00:00,10/11/2008 00:00:00,,,0,Su 2006,Closed,,80,YES,China,,,Risperidone vs. Sulpride,,,,9000100000032498
,0,Pending,11584,15/07/2016 00:00:00,06/06/2008 00:00:00,10/11/2008 00:00:00,,,0,Tao 2007b,Closed,,100,YES,China,,,Clozapine + Probanthine vs. Probanthine + Sulpride,,,,9000100000036702
,0,Accepted,11585,15/07/2016 00:00:00,06/06/2008 00:00:00,10/11/2008 00:00:00,,,0,Tao 2007a,Closed,,66,YES,China,,,Sertraline + Sulpride vs. Sulpride,,,,9000100000036703
,0,Accepted,11589,06/06/2008 00:00:00,06/06/2008 00:00:00,10/11/2008 00:00:00,,,0,Tong 2006,Closed,,86,YES,China,,,Fluoxetine + Sulpride vs. Sulpride,,,,9000100000036705
,0,Accepted,11592,06/08/2015 00:00:00,07/06/2008 00:00:00,10/11/2008 00:00:00,,,0,Wan 2007a,Closed,,60,YES,China,,,Aripiprazole vs. Sertraline + Sulpiride,,,,9000100000036707
,0,Pending,11621,05/08/2016 00:00:00,07/06/2008 00:00:00,10/11/2008 00:00:00,,,0,Wei 2006,Closed,,100,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000036711
,0,Pending,11700,10/11/2009 00:00:00,11/06/2008 00:00:00,10/11/2008 00:00:00,,,0,Zhao 2007b,Closed,,70,YES,China,,,Quetiapine + Sulpride vs. Quetiapine,,,,9000100000032575
,0,Pending,11715,10/11/2009 00:00:00,11/06/2008 00:00:00,10/11/2008 00:00:00,,,0,Zhou 2006d,Closed,,71,YES,China,,,Quetiapine + Sulpride vs. Quetiapine,,,,9000100000032585
,0,Pending,12290,13/11/2008 00:00:00,13/11/2008 00:00:00,,,,0,Souto 1971,,,,,Canada,,,,,,,9000100000032830
,0,Pending,12420,21/11/2008 00:00:00,21/11/2008 00:00:00,,,,0,Hofmann 1979,,,,,Austria,,,,,,,9000100000032865
,0,Pending,12423,21/11/2008 00:00:00,21/11/2008 00:00:00,,,,0,Crosse 1974,,,,,Spain,,,,,,,9000100000005513
,0,Pending,12447,21/11/2008 00:00:00,21/11/2008 00:00:00,,,,0,Okuda 1979b,,,,,Unclear,,,,,,,9000100000032874
,0,Pending,12914,18/12/2008 00:00:00,18/12/2008 00:00:00,,,,0,Bellomo 1972,,,,,Brazil,,,,,,,9000100000038779
,0,Accepted,13180,16/05/2012 00:00:00,14/02/2009 00:00:00,07/04/2009 00:00:00,,,0,Ma 2009,Closed,,200,,China,,,TCM - Gastrodiae Elata (Herbal; Plant) vs.  Placebo (Both Sulpride),,,,9000100000024041
,0,Accepted,13381,28/01/2017 00:00:00,28/03/2009 00:00:00,16/02/2010 00:00:00,,,0,Patel 1996,Closed,,60,YES,UK,,,Sulpride vs. Chlorpromazine,,,,9000100000033173
,0,Pending,14053,10/11/2009 00:00:00,21/09/2009 00:00:00,,,,0,Xu 2008b,Closed,,46,YES,China,,,Sertraline + Sulpride vs. Risperidone,,,,9000100000006744
,0,Pending,14062,05/08/2016 00:00:00,28/09/2009 00:00:00,,,,0,Yang 2008,Closed,,80,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000033420
,0,Pending,14141,10/11/2009 00:00:00,05/10/2009 00:00:00,,,,0,Wei 2008b,Closed,,60,YES,China,,,Sulpride + Nimodipine vs. Sulpride,,,,9000100000033452
,0,Pending,14145,05/08/2016 00:00:00,05/10/2009 00:00:00,10/11/2009 00:00:00,,,0,Wang 2008ai,Closed,,60,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000037093
,0,Pending,14200,10/11/2009 00:00:00,14/10/2009 00:00:00,,,,0,Dong 2007,Closed,,191,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000033484
,0,Pending,14205,10/11/2009 00:00:00,14/10/2009 00:00:00,,,,0,Fu 2008,Closed,,80,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000033487
,0,Pending,14224,07/11/2016 00:00:00,14/10/2009 00:00:00,10/11/2009 00:00:00,,"
Notes2
TCM - Qingxin Chongji I (Granule) + Clozapine or Sulpiride vs. TCM - Qingxin Chongji I (Granule) + Risperidone or Olanzapine//TCM - Qingxin Chongji I (Granule) + Clozapine or Sulpiride vs. Clozapine or Sulpiride//TCM - Qingxin Chongji I (Granule) + Clozapine or Sulpiride vs. Risperidone or Olanzapine//TCM - Qingxin Chongji I (Granule) + Risperidone or Olanzapine vs. Clozapine or Sulpiride//TCM - Qingxin Chongji I (Granule) + Risperidone or Olanzapine vs. Risperidone or Olanzapine//Clozapine or Sulpiride vs. Risperidone or Olanzapine
User defined field 10
",0,Han 2007a,Closed,,406,YES YES,China,8 Weeks,,TCM - Qingxin Chongji I (Granule) + Olanzapine + Risperidone vs. TCM - Qingxin Chongji II (Granule) + Chlorpromazine + Clozapine,,,,9000100000033501 9000100000033502 9000100000024341 9000100000032944 9000100000032931
,0,Pending,14294,11/11/2009 00:00:00,16/10/2009 00:00:00,10/11/2009 00:00:00,,,0,Zhong 2008,Closed,,74,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000033541
,0,Pending,14300,05/08/2016 00:00:00,16/10/2009 00:00:00,,,,0,Zhou 2008,Closed,,68,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000129000000676
,0,Pending,14336,06/08/2015 00:00:00,17/10/2009 00:00:00,,,,0,Wang 2008u,Closed,,86,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000033560
,0,Pending,14361,12/11/2009 00:00:00,17/10/2009 00:00:00,10/11/2009 00:00:00,,,0,Li 2008b,Closed,,200,YES,China,,,Risperidone vs. Sulpride,,,,9000100000024128
,0,Pending,14368,10/11/2009 00:00:00,17/10/2009 00:00:00,,,,0,Li 2008j,Closed,,90,YES,China,,,Quetiapine fumarate vs. Sulpride,,,,9000100000033583
,0,Pending,14380,10/11/2009 00:00:00,17/10/2009 00:00:00,,,,0,Li 2008y,Closed,,80,YES,China,,,Sertraline + Sulpride vs. Sulpride,,,,9000100000037145
,0,Pending,14438,06/08/2015 00:00:00,18/10/2009 00:00:00,10/11/2009 00:00:00,,,0,Wang 2008d,Closed,,80,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000037162
,0,Pending,14460,12/11/2009 00:00:00,18/10/2009 00:00:00,10/11/2009 00:00:00,,,0,Tang 2008b,Closed,,200,YES,China,,,Risperidone vs. Sulpride,,,,9000100000033628
,0,Pending,14676,27/03/2012 00:00:00,10/11/2009 00:00:00,,,,0,Sun 2005f,Closed,,44,,China,6 Weeks,,,,,,9000100000033717
,0,Pending,14696,10/11/2009 00:00:00,10/11/2009 00:00:00,,,,0,Li 2005t,Closed,,,YES,China,,,Quetiapine + Sulpride vs. Quetiapine,,,,9000100000033731
,0,Pending,14709,14/05/2012 00:00:00,10/11/2009 00:00:00,,,,0,Wang 2005ar,Closed,,50,,China,12 Weeks,,Risperidone vs. sulpride,,,,9000100000033736
,0,Pending,14780,10/11/2009 00:00:00,10/11/2009 00:00:00,,,,0,Zhang 2002n,Closed,,,,China,,,,,,,9000100000037220
,0,Pending,15141,23/01/2010 00:00:00,23/01/2010 00:00:00,,,,0,Xun 2009,Closed,,,YES,China,,,Quetiapine + Sulpride vs. Sulpride,,,,9000100000033911
,0,Pending,15173,05/08/2016 00:00:00,23/01/2010 00:00:00,,,"
Country of origin
",0,Zhu 2009,Closed,,,YES YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000033920
,0,Pending,15209,25/01/2010 00:00:00,25/01/2010 00:00:00,,,,0,Cheng 2009a,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000033933
,0,Pending,15276,22/01/2016 00:00:00,25/01/2010 00:00:00,,,,0,Gao 2009b,Closed,,,YES YES,China,,,Sulpride + Venlafaxine vs. Risperidone Venlafaxine + Sulpride vs. Risperidone,,,,9000100000033953 9000100000034844
,0,Pending,15290,28/01/2013 00:00:00,25/01/2010 00:00:00,,,"
Country of origin
",0,Li 2009j,Closed,,,YES YES,China,,,Fluoxertine Hydrochloride + Sulpride vs. Sulpride Fluoxetine + Sulpride,,,,9000100000037287
,0,Pending,16786,09/06/2015 00:00:00,28/10/2010 00:00:00,,,,0,Kong 2001,Closed,,52,,China,8 Weeks,,Sulpride Dosage,,,,9000100000011198
,0,Pending,17318,05/10/2016 00:00:00,20/01/2011 00:00:00,,,,0,Liu 2010h,Closed,,70,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000037523
,0,Pending,17339,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Shi 2010b,Closed,,,YES,China,,,TCM - Jiawei Wendan (Decoction) + Sulpiride vs. Haloperidol,,,,9000100000034554
,0,Pending,17353,05/08/2016 00:00:00,20/01/2011 00:00:00,,,,0,Zhou 2010d,Closed,,90,YES,China,,,Olanzapine + Sulpride vs. Olanzapine,,,,9000100000034565
,0,Pending,17355,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Zhou 2009d,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000034566
,0,Pending,17365,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Tang 2009,Closed,,,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000034573
,0,Pending,17402,05/08/2016 00:00:00,20/01/2011 00:00:00,,,,0,Qi 2009,Closed,,,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000034596
,0,Pending,17403,05/08/2016 00:00:00,20/01/2011 00:00:00,,,,0,Long 2009,Closed,,,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000037537
,0,Pending,17438,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Zhang 2009v,Closed,,,YES,China,,,Risperidone + Sertraline vs. Risperidone,,,,9000100000034616
,0,Pending,17499,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Zhu 2009a,Closed,,,YES,China,,,Sertraline + Sulpride vs. Risperidone,,,,9000100000037564
,0,Pending,17513,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Li 2010k,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000034655
,0,Pending,17519,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Li 2009k,Closed,,,YES,China,,,Venlafaxine + Sulpride vs. Risperidone,,,,9000100000034658
,0,Pending,17523,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Li 2010r,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000034662
,0,Pending,17551,05/08/2016 00:00:00,20/01/2011 00:00:00,,,,0,Du 2010b,Closed,,,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000037575
,0,Pending,17559,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Yang 2009e,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000034688
,0,Pending,17584,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Duan 2010e,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000037580
,0,Pending,17610,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Xiong 2010a,Closed,,,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000034715
,0,Pending,17611,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Xiong 2009,Closed,,,YES,China,,,Psychological Intervention + pharmacotherapy vs. Sulpride,,,,9000100000034716
,0,Pending,17616,05/08/2016 00:00:00,20/01/2011 00:00:00,,,,0,Wang 2009f,Closed,,,YES,China,,,Aripiprazole vs. Sulpiride,,,,9000100000037586
,0,Pending,17632,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Wang 2010y,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000034732
,0,Pending,17639,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Wang 2010ad,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000034736
,0,Pending,17660,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Cheng 2010b,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000034747
,0,Pending,17665,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Zu 2009,Closed,,,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000034750
,0,Pending,17667,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Cheng 2009b,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000037600
,0,Pending,17672,05/08/2016 00:00:00,20/01/2011 00:00:00,,,,0,Tong 2010,Closed,,700,YES,China,,,Aripiprazole vs. Chlorpromazine//Aripiprazole vs. Clozapine//Aripiprazole vs. Olanzapine//Aripiprazole vs. Quetiapine//Aripiprazole vs. Risperidone//Aripiprazole vs. Sulpiride//Chlorpromazine vs. Clozapine//Chlorpromazine vs. Olanzapine//Chlorpromazine vs. Quetiapine//Chlorpromazine vs. Risperidone//Chlorpromazine vs. Sulpiride//Clozapine vs. Olanzapine//Clozapine vs. Quetiapine//Clozapine vs. Risperidone//Clozapine vs. Sulpiride//Olanzapine vs. Quetiapine//Olanzapine vs. Risperidone//Olanzapine vs. Sulpiride//Quetiapine vs. Risperidone//Quetiapine vs. Sulpiride//Risperidone vs. Sulpiride,,,,9000100000037602
,0,Pending,17675,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Mi 2009b,Closed,,,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000034756
,0,Pending,17721,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Xue 2010,Closed,,,YES,China,,,Quetiapine + Sulpride vs. Sulpride,,,,9000100000034781
,0,Pending,17728,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Zhan 2009b,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000034786
,0,Pending,17739,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Xie 2010f,Closed,,,YES,China,,,Ziprasidone vs. Sulpride,,,,9000100000037619
,0,Pending,17758,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Lu 2009b,Closed,,,YES,China,,,Venlafaxine + Sulpride vs. Risperidone,,,,9000100000034806
,0,Pending,17791,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Chen 2009d,Closed,,,YES,China,,,TCM - Shenqi Wuweizi (Tablet)(Add-On) vs. Sulpride,,,,9000100000037634
,0,Pending,17815,20/01/2011 00:00:00,20/01/2011 00:00:00,,,,0,Han 2009a,Closed,,,YES,China,,,Sulpride vs. Alprazolam+ Buspirone,,,,9000100000037639
,0,Pending,17825,05/10/2016 00:00:00,20/01/2011 00:00:00,,,,0,Ma 2010c,Closed,,90,YES,China,,,Quetiapine vs. Sulpride,,,,9000100000034837
,0,Pending,19249,21/05/2012 00:00:00,01/05/2012 00:00:00,,,,0,Liu 2010t,Closed,,60,,China,7 Weeks,,,,,,9000100000035384
,0,Pending,19251,23/03/2016 00:00:00,01/05/2012 00:00:00,,,,0,Zhang 2010i,Closed,,60,,China,12 Weeks,,,,,,9000100000035385
,0,Pending,19362,31/05/2016 00:00:00,01/05/2012 00:00:00,,,,0,Zhou 2010a,Closed,,78,,China,12 Weeks,,,,,,9000100000037923
,0,Pending,19380,15/01/2016 00:00:00,01/05/2012 00:00:00,,,,0,Du 2011,Closed,,60,,China,12 Weeks,,TCM - Acupuncture (Add-On) vs. Sulpiride,,,,9000100000035484
,0,Pending,19408,05/08/2016 00:00:00,01/05/2012 00:00:00,,,,0,Zhou 2010b,Closed,,80,,China,8 Weeks,,,,,,9000100000037942
,0,Pending,19413,05/08/2016 00:00:00,01/05/2012 00:00:00,,,,0,Chen 2010e,Closed,,60,,China,8 Weeks,,,,,,9000100000037945
,0,Pending,19458,14/05/2012 00:00:00,01/05/2012 00:00:00,,,,0,Huang 2010o,Closed,,76,,China,8 Weeks,,Ziprasidone vs. sulpride,,,,9000100000037970
,0,Pending,20308,05/08/2016 00:00:00,30/09/2014 00:00:00,,,,0,Zu 2013,Closed,,64,,China,Not Extracted,,,,,,
,0,Pending,20310,05/08/2016 00:00:00,30/09/2014 00:00:00,,,,0,Wang 2013q,Closed,,164,,China,9 Weeks,,,,,,
,0,Pending,20324,30/09/2014 00:00:00,30/09/2014 00:00:00,,,,0,Yu 2013c,Closed,,80,,China,Not Extracted,,,,,,
,0,Pending,20359,05/08/2016 00:00:00,30/09/2014 00:00:00,,,,0,Sun 2013b,Closed,,69,,China,Not Extracted,,,,,,
,0,Pending,20406,30/09/2014 00:00:00,30/09/2014 00:00:00,,,,0,Wang 2013t,Closed,,60,,China,Not Extracted,,,,,,
,0,Pending,20422,30/09/2014 00:00:00,30/09/2014 00:00:00,,,,0,Zhou 2012j,Closed,,63,,China,Not Extracted,,,,,,
,0,Pending,20453,05/08/2016 00:00:00,30/09/2014 00:00:00,,,,0,Yang 2012e,Closed,,96,,China,Not Extracted,,,,,,
,0,Pending,20502,23/03/2016 00:00:00,30/09/2014 00:00:00,,,,0,Yang 2012c,Closed,,45,,China,Not Extracted,,,,,,
,0,Pending,20503,23/03/2016 00:00:00,30/09/2014 00:00:00,,,,0,Yang 2012d,Closed,,45,,China,Not Extracted,,,,,,
,0,Pending,20504,30/09/2014 00:00:00,30/09/2014 00:00:00,,,,0,Liu 2012i,Closed,,136,,China,Not Extracted,,,,,,
,0,Pending,20557,30/09/2014 00:00:00,30/09/2014 00:00:00,,,,0,Wang 2012af,Closed,,56,,China,Not Extracted,,,,,,
,0,Pending,20654,30/09/2014 00:00:00,30/09/2014 00:00:00,,,,0,Li 2012ax,Closed,,78,,China,Not Extracted,,,,,,
,0,Pending,20755,30/09/2014 00:00:00,30/09/2014 00:00:00,,,,0,Chen 2013k,Closed,,200,,China,Not Extracted,,,,,,
,0,Pending,20876,30/09/2014 00:00:00,30/09/2014 00:00:00,,,,0,Mu 2013,Closed,,62,,China,Not Extracted,,,,,,
,0,Pending,20954,30/09/2014 00:00:00,30/09/2014 00:00:00,,,,0,Duan 2013c,Closed,,60,,China,Not Extracted,,,,,,
,0,Pending,21008,30/09/2014 00:00:00,30/09/2014 00:00:00,,,,0,Li 2013am,Closed,,68,,China,Not Extracted,,,,,,
,0,Pending,21053,15/01/2016 00:00:00,30/09/2014 00:00:00,,,,0,Fang 2013,Closed,,89,,China,Not Extracted,,TCM - (Add-On) vs. Sulpiride,,,,
,0,Pending,21143,05/08/2016 00:00:00,30/09/2014 00:00:00,,,,0,Zhou 2013a,Closed,,80,,China,Not Extracted,,,,,,
,0,Pending,21186,05/08/2016 00:00:00,30/09/2014 00:00:00,,,,0,Liu 2013e,Closed,,332,,China,Not Extracted,,,,,,
,0,Pending,22132,30/01/2017 00:00:00,03/12/2014 00:00:00,,,"
Country of origin

User defined 3

Notes2
",0,NCT01615185,Closed,,96,,Taiwan,6 Weeks,,Amisulpride+Sulpride vs. Amisulpride,,,,9000100000035574
,0,Pending,24703,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Yin 2014a,Closed,,65,,China,Not Extracted,,Amisulpride vs. Sulpride,,,,
,0,Pending,24711,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Wu 2014c,Closed,,80,,China,Not Extracted,,Amisulpride vs. Sulpride,,,,
,0,Pending,24741,05/08/2016 00:00:00,24/07/2015 00:00:00,,,,0,Chen 2014d,Closed,,120,,China,Not Extracted,,Aripiprazole vs. Sulpiride,,,,
,0,Pending,24752,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Lu 2014c,Closed,,80,,China,Not Extracted,,Olanzapine vs. Sulpride,,,,
,0,Pending,24806,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Hu 2014c,Closed,,60,,China,Not Extracted,,Amisulpride vs. Sulpride,,,,
,0,Pending,24911,08/08/2016 00:00:00,24/07/2015 00:00:00,,,,0,Tian 2014,Closed,,140,,China,Not Extracted,,Aripiprazole vs. Sulpiride,,,,
,0,Pending,24965,15/01/2016 00:00:00,24/07/2015 00:00:00,,,,0,Wu 2014l,Closed,,120,,China,Not Extracted,,TCM - (Add-On) vs. Sulpride,,,,
,0,Pending,25000,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Sang 2015,Closed,,90,,China,Not Extracted,,Quetiapine vs. Sulpride,,,,
,0,Pending,25009,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Wu 2014q,Closed,,60,,China,Not Extracted,,TCM - (Add-On) vs. Sulpride,,,,
,0,Pending,25132,05/08/2016 00:00:00,24/07/2015 00:00:00,,,,0,Zhang 2014aq,Closed,,160,,China,Not Extracted,,Aripiprazole vs. Olanzapine//Aripiprazole vs. Risperidone//Aripiprazole vs. Sulpiride//Olanzapine vs. Risperidone//Olanzapine vs. Sulpiride//Risperidone vs. Sulpiride,,,,
,0,Pending,25140,05/08/2016 00:00:00,24/07/2015 00:00:00,,,,0,Hou 2014a,Closed,,78,,China,Not Extracted,,Aripiprazole vs. Sulpiride,,,,
,0,Pending,25172,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Liang 2014s,Closed,,120,,China,Not Extracted,,Clozapine vs. Quetiapine + Sulpride,,,,
,0,Pending,25216,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Zhao 2014s,Closed,,68,,China,Not Extracted,,Amisulpride vs. Sulpride,,,,
,0,Pending,25313,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Song 2014i,Closed,,80,,China,Not Extracted,,Perospirone vs. Sulpride,,,,
,0,Pending,25458,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Shao 2014,Closed,,100,,China,Not Extracted,,Amisulpride vs. Sulpride,,,,
,0,Pending,25475,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Liang 2014w,Closed,,96,,China,Not Extracted,,Olanzapine vs. Sulpride,,,,
,0,Pending,25564,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Lou 2014b,Closed,,62,,China,Not Extracted,,Amisulpride vs. Sulpride,,,,
,0,Pending,25608,24/07/2015 00:00:00,24/07/2015 00:00:00,,,,0,Yang 2014q,Closed,,94,,China,Not Extracted,,Amisulpride vs. Sulpride,,,,
,0,Pending,26133,13/08/2015 00:00:00,13/08/2015 00:00:00,,,,0,Chen 2012p,Closed,,78,,China,8 Weeks,,Olanzapine vs. Sulpiride,,,,
,0,Pending,26138,13/08/2015 00:00:00,13/08/2015 00:00:00,,,,0,Chen 2012m,Closed,,80,,China,5 Weeks,,Ziprasidone vs. Sulpiride,,,,
,0,Pending,26251,31/03/2016 00:00:00,13/08/2015 00:00:00,,,,0,Huang 2012a,Closed,,80,,China,12 Weeks,,Risperidone vs. Sulpiride,,,,
,0,Pending,26301,13/08/2015 00:00:00,13/08/2015 00:00:00,,,,0,Liu 2012ah,Closed,,80,,China,8 Weeks,,Quetiapine vs. Sulpiride,,,,
,0,Pending,26318,05/08/2016 00:00:00,13/08/2015 00:00:00,,,,0,Lu 2012a,Closed,,126,,China,6 Weeks,,Aripiprazole vs. Sulpiride,,,,
,0,Pending,27395,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Li 2015cn,Closed,,83,,China,Not Extracted,,,,,,
,0,Pending,27402,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Zhang 2015ap,Closed,,66,,China,Not Extracted,,,,,,
,0,Pending,27455,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Dong 2015h,Closed,,80,,China,Not Extracted,,,,,,
,0,Pending,27472,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Chen 2015p,Closed,,113,,China,Not Extracted,,,,,,
,0,Pending,27501,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Jing 2015,Closed,,100,,China,Not Extracted,,,,,,
,0,Pending,27533,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Shen 2015c,Closed,,101,,China,Not Extracted,,,,,,
,0,Pending,27546,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Zhang 2015ca,Closed,,100,,China,Not Extracted,,,,,,
,0,Pending,27559,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Long 2015,Closed,,50,,China,Not Extracted,,,,,,
,0,Pending,27674,27/01/2017 00:00:00,09/08/2016 00:00:00,,,,0,Ren 2015b,Closed,,60,,China,Not Extracted Not Extracted,,,,,,
,0,Pending,27787,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Liu 2015aw,Closed,,60,,China,Not Extracted,,,,,,
,0,Pending,27799,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Wang 2015f,Closed,,68,,China,Not Extracted,,,,,,
,0,Pending,27819,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Huang 2015d,Closed,,80,,China,Not Extracted,,,,,,
,0,Pending,27874,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Jiao 2015a,Closed,,144,,China,Not Extracted,,,,,,
,0,Pending,27939,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Sun 2015f,Closed,,100,,China,Not Extracted,,,,,,
,0,Pending,27965,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Zhang 2015f,Closed,,100,,China,Not Extracted,,,,,,
,0,Pending,28258,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Qin 2015d,Closed,,122,,China,Not Extracted,,,,,,
,0,Pending,28309,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Zhang 2015bn,Closed,,116,,China,Not Extracted,,,,,,
,0,Pending,28428,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Yu 2015t,Closed,,85,,China,Not Extracted,,,,,,
,0,Pending,28473,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Sun 2015o,Closed,,60,,China,Not Extracted,,,,,,
,0,Pending,28597,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Zhang 2015am,Closed,,106,,China,Not Extracted,,,,,,
,0,Pending,28603,09/08/2016 00:00:00,09/08/2016 00:00:00,,,,0,Lang 2015b,Closed,,85,,China,Not Extracted,,,,,,
